70x70
1,1
52,12; 2,52; 68,68
0,6
0,10
0,12
0,16
0,17
0,19
0,25
0,29
0,33
0,35
0,52
0,54
0,67
1,12
1,17
1,26
1,34
1,47
1,48
1,51
1,55
1,60
1,61
1,64
1,65
1,69
2,59
3,11
3,20
3,25
3,26
3,29
3,31
3,40
3,43
3,52
3,57
3,60
3,65
3,67
4,3
4,11
4,15
4,17
4,21
4,28
4,41
4,43
4,51
4,54
4,58
4,61
5,3
5,14
5,21
5,27
5,28
5,33
5,38
5,42
5,47
5,48
5,51
5,52
5,61
5,64
5,68
6,7
6,13
6,20
6,25
6,29
6,31
6,34
6,41
6,44
6,46
6,49
6,50
6,59
6,60
6,69
7,1
7,14
7,30
7,32
7,35
7,38
7,44
7,49
7,50
7,52
7,53
7,56
8,0
8,2
8,3
8,9
8,10
8,18
8,23
8,39
8,42
8,47
8,48
8,49
8,52
8,55
8,57
8,58
8,64
8,66
8,67
9,2
9,8
9,14
9,31
9,36
9,37
9,40
9,42
9,51
9,53
9,61
9,65
9,67
10,16
10,20
10,32
10,36
10,44
10,45
10,47
10,51
10,56
10,64
10,66
10,68
11,1
11,4
11,5
11,31
11,37
11,38
11,39
11,40
11,42
11,48
11,49
11,51
11,55
11,67
12,4
12,15
12,19
12,20
12,25
12,26
12,30
12,31
12,38
12,46
12,51
12,55
12,66
12,67
13,6
13,8
13,10
13,15
13,28
13,29
13,42
13,55
13,64
14,0
14,1
14,9
14,10
14,20
14,23
14,27
14,28
14,29
14,41
14,42
14,45
14,47
14,48
14,59
14,64
14,67
15,5
15,22
15,26
15,28
15,32
15,36
15,38
15,47
15,49
15,57
15,60
15,67
16,0
16,6
16,7
16,11
16,18
16,20
16,22
16,27
16,37
16,38
16,40
16,50
16,64
16,66
16,69
17,10
17,18
17,20
17,37
17,42
17,43
17,48
17,51
17,54
17,65
17,69
18,2
18,8
18,9
18,19
18,22
18,27
18,28
18,29
18,30
18,42
18,43
18,51
18,53
18,54
18,59
18,61
19,6
19,8
19,17
19,20
19,22
19,24
19,28
19,29
19,30
19,31
19,33
19,41
19,54
19,55
19,56
19,64
20,2
20,4
20,10
20,31
20,32
20,34
20,40
20,44
20,46
20,47
20,51
20,58
20,62
20,66
21,25
21,26
21,29
21,31
21,34
21,42
21,45
21,52
21,55
21,61
22,0
22,1
22,7
22,10
22,35
22,40
22,42
22,43
22,45
22,47
22,48
22,53
22,59
22,60
22,62
22,69
23,14
23,17
23,18
23,32
23,38
23,42
23,43
23,45
23,54
23,61
23,63
23,65
23,68
24,1
24,4
24,7
24,18
24,22
24,30
24,31
24,38
24,44
24,45
24,47
24,49
24,50
24,66
25,11
25,23
25,32
25,36
25,52
25,54
25,57
25,59
25,69
26,4
26,7
26,11
26,13
26,16
26,23
26,33
26,40
26,42
26,46
26,49
26,51
26,53
26,55
26,63
26,67
26,68
26,69
27,4
27,14
27,16
27,17
27,18
27,32
27,39
27,42
27,56
27,61
27,67
27,69
28,9
28,13
28,16
28,25
28,32
28,52
28,61
28,63
28,67
29,0
29,9
29,13
29,14
29,15
29,17
29,18
29,19
29,22
29,30
29,33
29,34
29,35
29,42
29,45
29,48
29,49
29,59
29,65
30,6
30,14
30,17
30,21
30,24
30,37
30,41
30,46
30,53
30,56
30,60
30,62
30,65
30,69
31,3
31,5
31,14
31,16
31,18
31,21
31,30
31,31
31,45
31,51
31,64
31,67
31,68
32,5
32,14
32,16
32,25
32,28
32,31
32,35
32,45
32,50
32,52
32,61
32,62
32,64
32,68
33,3
33,16
33,25
33,27
33,28
33,33
33,37
33,38
33,40
33,43
33,48
33,50
33,52
33,55
33,56
33,62
33,68
34,8
34,10
34,22
34,29
34,37
34,61
35,10
35,13
35,14
35,27
35,30
35,31
35,34
35,51
35,52
35,55
35,64
36,4
36,6
36,7
36,10
36,17
36,23
36,24
36,35
36,43
36,47
36,55
36,59
36,60
36,61
36,63
36,64
37,3
37,5
37,6
37,11
37,15
37,22
37,27
37,31
37,37
37,42
37,46
37,50
37,52
37,54
37,66
38,0
38,2
38,16
38,17
38,19
38,21
38,27
38,29
38,46
38,54
38,57
38,65
38,68
39,5
39,9
39,10
39,16
39,20
39,21
39,24
39,26
39,29
39,32
39,33
39,36
39,49
39,54
39,58
39,61
39,62
39,65
39,69
40,0
40,8
40,9
40,10
40,14
40,18
40,22
40,24
40,30
40,31
40,36
40,39
40,41
40,43
40,47
40,51
40,60
40,61
40,63
41,3
41,13
41,15
41,24
41,34
41,38
41,40
41,41
41,42
41,44
41,46
41,48
41,54
41,56
41,58
41,59
41,64
42,2
42,6
42,15
42,17
42,32
