50x50
1,1
15,47; 25,15; 48,48
0,2
0,11
0,14
0,20
0,22
0,26
0,27
0,28
0,32
0,35
0,37
0,48
1,6
1,7
1,16
1,31
1,33
1,41
1,49
2,5
2,9
2,10
2,11
2,17
2,18
2,19
2,24
2,33
2,34
2,40
3,0
3,7
3,15
3,19
3,20
3,22
3,29
3,32
3,35
3,48
4,8
4,10
4,14
4,15
4,20
4,36
4,37
4,39
4,41
5,21
5,24
5,25
5,31
5,32
5,33
5,34
5,37
5,40
5,41
5,49
6,4
6,10
6,13
6,19
6,26
6,29
6,36
6,44
6,46
6,48
7,12
7,13
7,16
7,17
7,20
7,25
7,27
7,30
7,31
7,33
7,42
7,43
8,14
8,22
8,23
8,24
8,26
8,29
8,33
8,35
8,36
8,37
8,39
8,42
9,16
9,19
9,23
9,24
9,38
9,40
9,41
9,45
10,4
10,6
10,7
10,18
10,19
10,20
10,21
10,27
10,30
10,33
10,34
10,38
11,2
11,4
11,13
11,17
11,19
11,22
11,23
11,28
11,35
11,39
11,43
11,45
11,46
11,47
12,20
12,21
12,27
12,33
12,35
12,36
12,40
13,4
13,15
13,16
13,17
13,28
13,39
13,48
13,49
14,16
14,28
14,33
14,34
14,42
14,49
15,5
15,6
15,8
15,44
16,22
16,23
16,24
16,29
16,31
16,35
17,3
17,23
17,29
17,31
17,37
17,41
18,0
18,1
18,13
18,16
18,17
18,21
18,22
18,28
18,30
18,33
18,34
18,40
18,41
18,44
18,46
18,48
19,3
19,4
19,7
19,10
19,11
19,14
19,20
19,24
19,27
19,31
19,35
19,36
19,38
19,41
19,42
19,44
19,46
19,47
19,49
20,1
20,21
20,25
20,30
20,33
20,38
20,41
20,42
21,1
21,2
21,4
21,11
21,30
21,31
22,4
22,7
22,8
22,11
22,18
22,24
22,28
22,30
22,40
22,42
22,45
22,47
22,49
23,3
23,5
23,6
23,14
23,17
23,25
23,31
23,38
23,40
23,43
23,46
23,49
24,3
24,8
24,16
24,22
24,23
24,32
24,39
25,3
25,29
25,41
25,42
25,44
25,46
25,49
26,3
26,5
26,6
26,7
26,18
26,22
26,24
26,33
26,34
26,38
26,44
27,0
27,3
27,5
27,20
27,26
27,39
27,46
27,48
28,2
28,3
28,7
28,9
28,10
28,16
28,21
28,30
28,32
28,36
28,38
28,39
28,41
28,46
28,48
29,3
29,4
29,6
29,7
29,17
29,18
29,29
29,32
29,33
29,40
29,44
29,47
29,48
29,49
30,3
30,15
30,16
30,28
30,30
30,32
30,44
30,45
31,2
31,5
31,13
31,23
31,28
31,38
31,42
32,0
32,4
32,5
32,16
32,18
32,34
33,2
33,3
33,4
33,6
33,13
33,15
33,20
33,24
33,30
33,31
33,33
33,34
33,36
33,41
33,48
33,49
34,0
34,5
34,17
34,18
34,22
34,24
34,25
34,35
34,38
35,10
35,18
35,24
35,33
35,34
35,38
35,40
36,16
36,19
36,20
36,26
36,31
36,33
36,35
36,38
36,39
36,40
36,44
36,46
36,49
37,12
37,13
37,14
37,35
37,36
37,39
37,48
38,14
38,15
38,18
38,19
38,22
38,27
38,30
38,36
38,42
38,43
38,49
39,0
39,10
39,26
39,36
39,37
39,39
39,42
39,45
39,46
40,6
40,7
40,15
40,17
40,19
40,37
40,48
41,1
41,3
41,7
41,14
41,18
41,35
41,39
41,44
41,45
41,47
42,0
42,2
42,4
42,5
42,11
42,13
42,15
42,17
42,18
42,23
42,41
42,45
42,46
43,3
43,4
43,7
43,9
43,11
43,15
43,17
43,25
43,26
43,30
43,35
43,40
43,44
43,47
44,3
44,4
44,6
44,8
44,10
44,26
44,32
44,34
44,46
45,0
45,2
45,5
45,11
45,14
45,15
45,17
45,30
45,32
45,33
45,34
46,7
46,9
46,18
46,20
46,23
46,26
46,32
46,33
46,37
46,48
47,5
47,8
47,10
47,11
47,12
47,15
47,16
47,22
47,23
47,35
47,36
47,45
48,5
48,8
48,21
48,26
48,36
48,38
48,40
49,0
49,5
49,7
49,16
49,20
49,21
49,22
49,23
49,25
49,34
49,39
49,43
49,44
