50x50
1,1
9,10; 2,13; 25,40; 48,48; 8,11
0,0
0,4
0,15
0,23
0,31
0,32
0,35
0,45
1,25
1,28
1,32
1,34
1,41
1,42
1,47
2,0
2,1
2,16
2,27
2,29
2,33
2,34
2,39
2,49
3,7
3,16
3,21
3,42
3,47
4,13
4,17
4,23
4,25
4,27
4,36
4,46
4,47
5,0
5,15
5,20
5,32
5,34
5,37
5,42
5,46
5,47
6,3
6,13
6,15
6,19
6,31
6,32
6,38
6,43
6,46
6,47
7,8
7,14
7,19
7,20
7,36
7,38
7,40
7,41
7,42
7,44
7,45
8,4
8,30
8,31
8,49
9,4
9,14
9,17
9,18
9,21
9,26
9,27
9,29
9,30
9,32
9,34
9,41
9,46
9,49
10,2
10,5
10,6
10,9
10,11
10,14
10,15
10,22
10,24
10,29
10,30
10,32
10,42
10,48
11,0
11,3
11,7
11,13
11,19
11,20
11,28
11,34
11,38
11,43
12,0
12,7
12,9
12,17
12,19
12,29
12,39
12,48
13,6
13,16
13,17
13,20
13,22
13,34
13,43
13,46
14,5
14,6
14,17
14,24
14,42
14,43
14,46
15,0
15,9
15,10
15,23
15,24
15,25
15,26
15,28
15,35
15,39
15,44
15,45
15,49
16,0
16,3
16,5
16,14
16,19
16,35
16,37
16,40
16,41
16,46
16,47
17,1
17,6
17,14
17,23
17,27
17,28
17,32
17,37
17,46
17,47
17,49
18,3
18,8
18,12
18,13
18,17
18,27
18,39
18,41
18,42
18,45
18,47
19,6
19,10
19,34
19,39
19,46
19,47
20,3
20,4
20,13
20,14
20,17
20,26
20,30
20,31
20,34
20,40
20,44
21,6
21,12
21,27
21,30
21,32
21,35
21,37
21,39
21,46
22,5
22,6
22,24
22,29
22,33
22,34
22,35
22,37
22,39
22,43
22,44
22,45
23,0
23,2
23,7
23,8
23,11
23,27
23,29
23,38
23,41
23,42
23,43
23,46
23,49
24,10
24,12
24,13
24,14
24,21
24,27
24,37
24,38
24,39
24,41
24,43
24,46
24,48
25,2
25,3
25,4
25,8
25,44
25,48
26,1
26,2
26,3
26,7
26,13
26,15
26,20
26,33
26,35
26,36
26,37
26,45
27,3
27,4
27,5
27,7
27,8
27,10
27,14
27,17
27,27
27,30
27,37
27,39
28,6
28,8
28,12
28,14
28,16
28,18
28,23
28,25
28,27
28,38
28,43
28,45
28,47
29,12
29,14
29,15
29,16
29,22
29,27
29,30
29,34
29,38
29,42
29,43
30,7
30,8
30,11
30,13
30,40
30,41
30,43
31,1
31,6
31,15
31,18
31,19
31,21
31,48
32,10
32,16
32,27
32,28
32,31
32,43
33,5
33,7
33,13
33,18
33,20
33,30
33,39
33,46
33,48
33,49
34,0
34,8
34,12
34,18
34,21
34,30
34,33
34,35
34,38
34,47
35,9
35,11
35,13
35,26
35,28
35,30
35,33
35,40
35,48
36,3
36,5
36,9
36,19
36,23
36,27
36,28
36,36
36,37
36,40
36,43
36,44
36,49
37,3
37,9
37,16
37,17
37,22
37,23
37,38
37,42
37,45
37,47
38,1
38,2
38,3
38,4
38,6
38,7
38,16
38,20
38,22
38,25
38,32
38,36
38,37
38,42
38,46
38,49
39,3
39,6
39,8
39,12
39,16
39,23
39,37
40,7
40,9
40,10
40,12
40,13
40,15
40,24
40,37
40,41
40,49
41,8
41,13
41,14
41,21
41,23
41,33
41,37
41,38
41,49
42,3
42,5
42,7
42,10
42,11
42,14
42,20
42,21
42,25
42,26
42,28
42,37
42,38
42,43
42,44
42,46
43,6
43,16
43,20
43,27
43,33
43,36
43,43
43,44
43,45
43,47
44,2
44,19
44,20
44,21
44,22
44,25
44,31
44,34
44,36
44,42
44,44
45,6
45,11
45,14
45,17
45,25
45,29
45,46
46,0
46,7
46,8
46,15
46,16
46,23
46,25
46,30
46,33
46,36
46,38
46,45
47,0
47,3
47,29
47,40
47,41
47,44
47,49
48,4
48,9
48,13
48,17
48,18
48,20
48,25
48,26
48,29
48,32
48,35
48,37
48,42
49,1
49,3
49,5
49,7
49,10
49,11
49,12
49,15
49,18
49,34
49,35
49,42
49,44
49,47
